ID,Metric - Number of projections,Metric - Number of tables,Metric - Number of aggregation functions,Metric - Number of selections,Metric - Common projections number,Metric - Common selections number,Metric - Common aggregation functions number,Metric - Common tables number
4667,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4668,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4669,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4670,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
4671,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
4672,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
4673,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4674,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4675,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4676,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4677,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4678,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4679,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4680,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4681,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4684,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4685,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4686,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4687,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4688,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4689,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4690,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4691,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4692,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4693,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4694,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4695,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4696,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4697,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4698,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4699,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4701,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4702,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4703,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4704,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4705,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4706,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4707,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4708,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4709,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4710,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4711,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4712,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4713,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4714,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4715,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4716,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4717,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4718,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4719,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4720,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4721,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4722,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4723,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4724,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4725,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4726,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4727,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4728,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4729,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4730,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4731,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4732,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
4733,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4734,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4735,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4736,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4737,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4738,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4739,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4740,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4741,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4742,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4743,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4744,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4745,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4746,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4747,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4748,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4749,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4751,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4752,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4753,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4754,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4755,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4756,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
4757,0.0,83.0,0.0,82.0,0.0,0.0,0.0,82.0
4758,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4759,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4760,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
4761,0.0,11.0,0.0,10.0,0.0,1.0,0.0,2.0
4762,0.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0
4763,0.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0
4764,0.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0
4765,0.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0
4766,0.0,83.0,0.0,82.0,0.0,10.0,0.0,1.0
4767,0.0,18.0,0.0,17.0,0.0,17.0,0.0,18.0
4768,0.0,83.0,0.0,82.0,0.0,17.0,0.0,18.0
4769,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4770,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4771,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4772,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0
4773,0.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0
4774,0.0,13.0,0.0,12.0,0.0,0.0,0.0,1.0
4775,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4776,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4777,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
4778,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4779,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
4780,5.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0
4781,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4782,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4783,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
4784,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4786,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4787,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4788,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4789,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4790,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
4791,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4792,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4793,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4794,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4797,41.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0
4798,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
4799,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
4800,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4801,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4802,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4804,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4805,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4806,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4807,83.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4809,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4810,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
4811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4813,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4814,78.0,1.0,0.0,1.0,78.0,0.0,0.0,1.0
4815,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4817,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4818,79.0,1.0,0.0,2.0,79.0,1.0,0.0,1.0
4819,79.0,1.0,0.0,2.0,79.0,2.0,0.0,1.0
4820,79.0,1.0,0.0,1.0,79.0,1.0,0.0,1.0
4821,79.0,1.0,0.0,1.0,79.0,0.0,0.0,0.0
4822,79.0,1.0,0.0,1.0,79.0,0.0,0.0,1.0
4823,79.0,1.0,0.0,2.0,79.0,0.0,0.0,0.0
4824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4825,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4826,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4828,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4829,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0
4830,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4831,4.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0
4832,4.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0
4833,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4834,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4835,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
4836,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
4837,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4838,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4839,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
4840,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
4841,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4842,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4844,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4845,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4846,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4847,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4848,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4849,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4850,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4851,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4852,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4853,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4854,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4855,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
4856,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0
4857,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4858,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4859,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4860,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4861,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4862,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4863,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4864,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4865,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4866,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4867,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4868,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4869,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4870,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4871,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4874,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4875,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4876,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4877,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4878,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4880,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4881,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4882,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4883,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0
4884,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0
4885,1.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
4886,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
4887,0.0,4.0,0.0,3.0,0.0,2.0,0.0,3.0
4888,5.0,4.0,0.0,3.0,0.0,3.0,0.0,4.0
4889,6.0,4.0,0.0,3.0,5.0,3.0,0.0,4.0
4890,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
4891,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4892,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4893,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
4894,5.0,3.0,0.0,2.0,4.0,2.0,0.0,3.0
4895,5.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0
4896,5.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0
4897,5.0,3.0,0.0,2.0,5.0,1.0,0.0,3.0
4898,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4899,4.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0
4900,4.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0
4901,4.0,3.0,0.0,2.0,4.0,1.0,0.0,2.0
4902,4.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0
4903,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0
4904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4905,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4906,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4908,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4909,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4910,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4911,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4912,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4913,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4914,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
4915,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0
4916,5.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0
4917,6.0,1.0,5.0,0.0,5.0,0.0,4.0,1.0
4918,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4919,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4920,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4921,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4922,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
4923,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4924,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4925,8.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
4926,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
4927,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4930,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4931,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4932,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4933,13.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0
4934,13.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0
4935,13.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0
4936,13.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0
4937,13.0,1.0,0.0,2.0,13.0,1.0,0.0,1.0
4938,13.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0
4939,13.0,1.0,0.0,2.0,13.0,1.0,0.0,1.0
4940,13.0,1.0,0.0,2.0,13.0,2.0,0.0,1.0
4941,13.0,1.0,0.0,3.0,13.0,2.0,0.0,1.0
4942,13.0,1.0,0.0,3.0,13.0,2.0,0.0,1.0
4943,13.0,1.0,0.0,2.0,13.0,1.0,0.0,1.0
4944,13.0,1.0,0.0,2.0,13.0,1.0,0.0,1.0
4945,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
4946,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4947,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4948,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0
4949,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0
4950,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
4951,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
4952,18.0,1.0,0.0,3.0,18.0,2.0,0.0,1.0
4953,18.0,1.0,0.0,2.0,18.0,2.0,0.0,1.0
4954,18.0,1.0,0.0,3.0,18.0,1.0,0.0,1.0
4955,18.0,1.0,0.0,3.0,18.0,1.0,0.0,1.0
4956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4957,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4960,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4961,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4962,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4963,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
4964,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4965,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4966,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4967,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4968,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0
4971,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0
4972,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0
4973,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0
4974,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
4975,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
4976,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4977,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4978,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0
4979,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0
4980,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0
4981,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0
4982,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0
4983,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4984,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4985,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4986,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4987,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4988,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
4989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4990,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4991,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4992,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4993,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4994,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4995,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4996,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4997,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
5008,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5009,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
5010,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
5011,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
5012,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
5013,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
5014,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
5015,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5016,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5017,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
5018,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
5019,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
5020,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
5021,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
5022,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
5026,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
5027,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
5028,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
5029,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5030,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5031,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
5032,18.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5033,18.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0
5034,18.0,1.0,0.0,2.0,18.0,1.0,0.0,1.0
5035,18.0,1.0,0.0,3.0,18.0,2.0,0.0,1.0
5036,18.0,1.0,0.0,3.0,18.0,2.0,0.0,1.0
5037,18.0,1.0,0.0,3.0,18.0,2.0,0.0,1.0
5038,1.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0
5039,18.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
5040,18.0,1.0,0.0,2.0,18.0,1.0,0.0,1.0
5041,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
5042,18.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
5043,18.0,1.0,0.0,3.0,18.0,1.0,0.0,1.0
5044,18.0,1.0,0.0,3.0,18.0,1.0,0.0,1.0
5045,18.0,1.0,0.0,3.0,18.0,2.0,0.0,1.0
5046,18.0,1.0,0.0,3.0,18.0,1.0,0.0,1.0
5047,1.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0
5048,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
5049,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
5050,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
5051,3.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0
5052,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
5053,5.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0
5054,5.0,2.0,0.0,2.0,5.0,1.0,0.0,2.0
5055,5.0,2.0,0.0,3.0,5.0,2.0,0.0,2.0
5056,6.0,2.0,0.0,3.0,5.0,3.0,0.0,2.0
5057,7.0,2.0,0.0,3.0,6.0,3.0,0.0,2.0
5058,8.0,2.0,0.0,3.0,7.0,3.0,0.0,2.0
5059,9.0,2.0,0.0,3.0,8.0,2.0,0.0,2.0
5060,9.0,2.0,0.0,2.0,9.0,2.0,0.0,2.0
5061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5062,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
5063,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
