ID,Metric - Number of projections,Metric - Number of tables,Metric - Number of aggregation functions,Metric - Number of selections,Metric - Common projections number,Metric - Common selections number,Metric - Common aggregation functions number,Metric - Common tables number
395,9.0,1.0,0.0,2.0,9.0,1.0,0.0,1.0
396,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
397,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
398,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
399,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
400,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
402,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
403,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
404,11.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0
405,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
406,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
407,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
408,5.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
409,5.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
410,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
411,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
413,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
414,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
415,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
416,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
417,6.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
418,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
419,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
420,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
421,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
422,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
423,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
424,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
425,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
426,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0
427,2.0,5.0,5.0,0.0,2.0,0.0,5.0,2.0
428,2.0,5.0,6.0,0.0,2.0,0.0,6.0,5.0
429,2.0,6.0,6.0,0.0,2.0,0.0,6.0,5.0
430,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
431,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
432,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
433,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
434,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
435,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
436,3.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0
437,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
438,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
439,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
440,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
441,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
442,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
443,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
444,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
445,103.0,1.0,0.0,1.0,103.0,0.0,0.0,1.0
446,103.0,1.0,0.0,1.0,103.0,1.0,0.0,1.0
447,103.0,1.0,0.0,1.0,103.0,0.0,0.0,1.0
448,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
449,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
450,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
451,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
452,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
454,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
455,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
456,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
457,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
458,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
459,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
460,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
461,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
462,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
463,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
464,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
467,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
468,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
469,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
470,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
471,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
472,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0
473,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0
474,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
475,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
476,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
477,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
478,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
479,4.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0
480,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
481,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
482,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
483,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
484,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0
485,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486,7.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
488,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
489,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
490,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
491,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
492,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
493,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
494,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
495,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
496,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
497,4.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
498,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
499,4.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
500,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
501,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
502,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
503,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
504,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
505,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
507,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
508,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
509,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
510,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
511,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
512,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
513,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
514,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
515,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
516,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
517,6.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0
518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
522,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
523,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
524,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
525,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
526,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
527,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
528,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
529,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
530,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
531,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
532,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
533,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
534,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
535,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
536,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
537,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
538,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
539,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
540,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
541,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
542,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
543,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
545,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
546,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
547,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0
548,3.0,1.0,0.0,5.0,3.0,3.0,0.0,1.0
549,3.0,1.0,0.0,5.0,3.0,3.0,0.0,1.0
550,3.0,1.0,0.0,5.0,3.0,4.0,0.0,1.0
551,3.0,1.0,0.0,5.0,3.0,3.0,0.0,1.0
552,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
553,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
554,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
555,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
556,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
558,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
559,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
560,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
563,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
564,9.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0
565,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
566,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
567,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
568,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
569,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
570,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
571,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
583,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
584,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
585,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
586,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
587,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
593,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
594,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
595,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
596,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
597,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
598,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
599,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
600,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
601,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
602,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
603,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
604,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
605,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
606,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
607,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
608,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
609,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
610,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
611,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
612,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
613,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
614,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
615,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
616,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
617,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
618,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
619,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
620,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
621,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
622,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
623,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
624,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
626,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
627,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
628,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
629,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
630,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
631,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
632,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
633,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
634,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
635,11.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0
636,11.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0
637,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
638,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
639,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
640,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
641,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
642,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
643,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0
644,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
645,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
646,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
647,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
648,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
649,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
650,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
651,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
652,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
653,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
654,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
655,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0
656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
658,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
660,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
661,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
662,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
663,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
664,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
665,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
666,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
667,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
668,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
669,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
670,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
671,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
673,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
674,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
675,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0
676,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0
677,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
678,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
679,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
680,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
681,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
682,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0
683,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0
684,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0
685,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
686,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
687,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0
688,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0
689,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0
690,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
691,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
692,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
693,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
694,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
695,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
697,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
698,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
699,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0
700,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
701,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
702,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
703,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
704,4.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
705,4.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0
706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
707,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
708,4.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0
709,4.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0
710,4.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0
711,4.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0
712,4.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0
713,4.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0
714,3.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0
715,3.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0
716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
717,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
718,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
719,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
720,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
721,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
722,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
724,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
728,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
729,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
730,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
731,10.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0
732,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
733,13.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0
734,8.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0
735,8.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0
736,8.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0
737,8.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0
738,8.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0
739,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
740,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0
741,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0
742,8.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
743,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
744,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
745,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
746,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
753,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
757,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
759,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
760,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
761,4.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0
762,3.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0
763,3.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0
764,3.0,1.0,3.0,0.0,3.0,0.0,3.0,1.0
765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
767,12.0,2.0,0.0,2.0,10.0,2.0,0.0,2.0
768,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
769,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
770,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
771,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
772,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
774,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
775,13.0,3.0,0.0,6.0,12.0,2.0,0.0,0.0
776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
780,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
789,13.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0
790,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
795,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
796,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
797,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
798,10.0,3.0,0.0,6.0,10.0,2.0,0.0,0.0
799,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
801,7.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
802,8.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0
803,9.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0
